AA0269,10.25378/janelia.5527753
AA0270,10.25378/janelia.5527759
AA0271,10.25378/janelia.5527762
AA0272,10.25378/janelia.5527765
AA0273,10.25378/janelia.5527771
AA0274,10.25378/janelia.5527774
AA0275,10.25378/janelia.5527777
AA0276,10.25378/janelia.5527780
AA0277,10.25378/janelia.5527786
AA0278,10.25378/janelia.5527789
AA0279,10.25378/janelia.5527792
AA0280,10.25378/janelia.5527795
AA0281,10.25378/janelia.5527798
AA0282,10.25378/janelia.5527801
AA0283,10.25378/janelia.5527804
AA0284,10.25378/janelia.5527807
AA0285,10.25378/janelia.5527810
AA0286,10.25378/janelia.5527813
AA0287,10.25378/janelia.5527816
AA0288,10.25378/janelia.5527819
AA0289,10.25378/janelia.5527822
AA0290,10.25378/janelia.5527825
AA0291,10.25378/janelia.5527828
AA0292,10.25378/janelia.5527831
AA0293,10.25378/janelia.5527834
AA0294,10.25378/janelia.5527837
AA0295,10.25378/janelia.5527840
AA0296,10.25378/janelia.5527843
AA0297,10.25378/janelia.5527846
AA0298,10.25378/janelia.5527849
AA0299,10.25378/janelia.5527852
AA0300,10.25378/janelia.5527855
AA0301,10.25378/janelia.5542579
AA0302,10.25378/janelia.5542666
AA0303,10.25378/janelia.7613357
AA0304,10.25378/janelia.7613360
AA0305,10.25378/janelia.7613387
AA0306,10.25378/janelia.7613393
AA0307,10.25378/janelia.7613396
AA0308,10.25378/janelia.7613402
AA0309,10.25378/janelia.7613408
AA0310,10.25378/janelia.7613411
AA0311,10.25378/janelia.7613414
AA0312,10.25378/janelia.7613423
AA0313,10.25378/janelia.7613429
AA0314,10.25378/janelia.7613438
AA0315,10.25378/janelia.7613441
AA0316,10.25378/janelia.7613450
AA0317,10.25378/janelia.7613453
AA0318,10.25378/janelia.7613456
AA0319,10.25378/janelia.7613459
AA0320,10.25378/janelia.7613465
AA0321,10.25378/janelia.7613471
AA0322,10.25378/janelia.7613474
AA0323,10.25378/janelia.7613477
AA0324,10.25378/janelia.7613486
AA0325,10.25378/janelia.7613492
AA0326,10.25378/janelia.7613495
AA0327,10.25378/janelia.7613498
AA0328,10.25378/janelia.7613507
AA0329,10.25378/janelia.7613525
AA0330,10.25378/janelia.7613663
AA0331,10.25378/janelia.7613672
AA0332,10.25378/janelia.7613684
AA0333,10.25378/janelia.7613693
AA0334,10.25378/janelia.7613699
AA0335,10.25378/janelia.7613708
AA0336,10.25378/janelia.7613717
AA0337,10.25378/janelia.7613723
AA0338,10.25378/janelia.7613726
AA0339,10.25378/janelia.7613735
AA0340,10.25378/janelia.7613747
AA0341,10.25378/janelia.7613756
AA0342,10.25378/janelia.7613765
AA0343,10.25378/janelia.7613768
AA0344,10.25378/janelia.7613771
AA0345,10.25378/janelia.7613783
AA0346,10.25378/janelia.7613786
AA0347,10.25378/janelia.7613795
AA0348,10.25378/janelia.7613801
AA0349,10.25378/janelia.7613813
AA0350,10.25378/janelia.7613816
AA0351,10.25378/janelia.7613819
AA0352,10.25378/janelia.7613822
AA0353,10.25378/janelia.7613825
AA0354,10.25378/janelia.7613828
AA0355,10.25378/janelia.7613831
AA0356,10.25378/janelia.7613834
AA0357,10.25378/janelia.7613840
AA0358,10.25378/janelia.7613846
AA0359,10.25378/janelia.7613849
AA0360,10.25378/janelia.7613861
AA0361,10.25378/janelia.7613870
AA0362,10.25378/janelia.7613882
AA0363,10.25378/janelia.7613897
AA0364,10.25378/janelia.7613900
AA0365,10.25378/janelia.7613903
AA0366,10.25378/janelia.7613906
AA0367,10.25378/janelia.7613909
AA0368,10.25378/janelia.7613912
AA0369,10.25378/janelia.7613915
AA0370,10.25378/janelia.7613921
AA0371,10.25378/janelia.7613924
AA0372,10.25378/janelia.7613927
AA0373,10.25378/janelia.7613930
AA0374,10.25378/janelia.7613933
AA0375,10.25378/janelia.7613936
AA0376,10.25378/janelia.7613942
AA0377,10.25378/janelia.7613945
AA0378,10.25378/janelia.7613951
AA0379,10.25378/janelia.7613954
AA0380,10.25378/janelia.7614011
AA0381,10.25378/janelia.7614014
AA0382,10.25378/janelia.7614020
AA0383,10.25378/janelia.7614026
AA0384,10.25378/janelia.7614035
AA0385,10.25378/janelia.7614044
AA0386,10.25378/janelia.7614056
AA0387,10.25378/janelia.7614062
AA0388,10.25378/janelia.7614065
AA0389,10.25378/janelia.7614074
AA0390,10.25378/janelia.7614077
AA0391,10.25378/janelia.7614080
AA0392,10.25378/janelia.7614086
AA0393,10.25378/janelia.7614098
AA0394,10.25378/janelia.7614101
AA0395,10.25378/janelia.7614104
AA0396,10.25378/janelia.7614107
AA0397,10.25378/janelia.7614113
AA0398,10.25378/janelia.7614116
AA0399,10.25378/janelia.7614119
AA0400,10.25378/janelia.7614122
AA0401,10.25378/janelia.7614125
AA0402,10.25378/janelia.7614128
AA0403,10.25378/janelia.7614131
AA0404,10.25378/janelia.7614134
AA0405,10.25378/janelia.7614137
AA0406,10.25378/janelia.7614143
AA0407,10.25378/janelia.7614158
AA0408,10.25378/janelia.7614173
AA0409,10.25378/janelia.7614182
AA0410,10.25378/janelia.7614191
AA0411,10.25378/janelia.7614194
AA0412,10.25378/janelia.7614200
AA0413,10.25378/janelia.7614203
AA0414,10.25378/janelia.7614206
AA0415,10.25378/janelia.7614212
AA0416,10.25378/janelia.7614215
AA0417,10.25378/janelia.7614218
AA0418,10.25378/janelia.7614221
AA0419,10.25378/janelia.7614227
AA0420,10.25378/janelia.7614230
AA0421,10.25378/janelia.7614233
AA0422,10.25378/janelia.7614236
AA0423,10.25378/janelia.7614239
AA0424,10.25378/janelia.7614242
AA0425,10.25378/janelia.7614245
AA0426,10.25378/janelia.7614251
AA0427,10.25378/janelia.7614254
AA0428,10.25378/janelia.7614257
AA0429,10.25378/janelia.7614260
AA0430,10.25378/janelia.7614281
AA0431,10.25378/janelia.7614287
AA0432,10.25378/janelia.7614290
AA0433,10.25378/janelia.7614296
AA0434,10.25378/janelia.7614302
AA0435,10.25378/janelia.7614305
AA0436,10.25378/janelia.7614308
AA0437,10.25378/janelia.7614314
AA0438,10.25378/janelia.7614317
AA0439,10.25378/janelia.7614329
AA0440,10.25378/janelia.7614341
AA0441,10.25378/janelia.7614356
AA0442,10.25378/janelia.7614368
AA0443,10.25378/janelia.7614398
AA0444,10.25378/janelia.7614479
AA0445,10.25378/janelia.7614596
AA0446,10.25378/janelia.7614707
AA0447,10.25378/janelia.7614803
AA0448,10.25378/janelia.7614854
AA0449,10.25378/janelia.7614884
AA0450,10.25378/janelia.7614965
AA0451,10.25378/janelia.7615208
AA0452,10.25378/janelia.7615274
AA0453,10.25378/janelia.7615361
AA0454,10.25378/janelia.7615388
AA0455,10.25378/janelia.7615478
AA0456,10.25378/janelia.7615532
AA0457,10.25378/janelia.7615589
AA0458,10.25378/janelia.7615661
AA0459,10.25378/janelia.7615664
AA0460,10.25378/janelia.7615835
AA0461,10.25378/janelia.7615838
AA0462,10.25378/janelia.7615862
AA0463,10.25378/janelia.7615868
AA0464,10.25378/janelia.7615880
AA0465,10.25378/janelia.7615889
AA0466,10.25378/janelia.7615895
AA0467,10.25378/janelia.7615901
AA0468,10.25378/janelia.7615907
AA0469,10.25378/janelia.7615934
AA0470,10.25378/janelia.7615940
AA0471,10.25378/janelia.7615952
AA0472,10.25378/janelia.7615958
AA0473,10.25378/janelia.7615961
AA0474,10.25378/janelia.7615964
AA0475,10.25378/janelia.7615967
AA0476,10.25378/janelia.7615970
AA0477,10.25378/janelia.7615976
AA0478,10.25378/janelia.7615979
AA0479,10.25378/janelia.7615982
AA0480,10.25378/janelia.7615988
AA0481,10.25378/janelia.7615991
AA0482,10.25378/janelia.7615997
AA0483,10.25378/janelia.7616000
AA0484,10.25378/janelia.7616003
AA0485,10.25378/janelia.7616006
AA0486,10.25378/janelia.7616012
AA0487,10.25378/janelia.7616018
AA0488,10.25378/janelia.7616024
AA0489,10.25378/janelia.7616030
AA0490,10.25378/janelia.7616033
AA0491,10.25378/janelia.7616039
AA0492,10.25378/janelia.7616045
AA0493,10.25378/janelia.7616051
AA0494,10.25378/janelia.7616054
AA0495,10.25378/janelia.7616057
AA0496,10.25378/janelia.7616060
AA0497,10.25378/janelia.7616063
AA0498,10.25378/janelia.7616066
AA0499,10.25378/janelia.7616069
AA0500,10.25378/janelia.7619336
AA0501,10.25378/janelia.7619354
AA0502,10.25378/janelia.7619369
AA0503,10.25378/janelia.7639652
AA0504,10.25378/janelia.7639655
AA0505,10.25378/janelia.7639709
AA0506,10.25378/janelia.7639721
AA0507,10.25378/janelia.7639739
AA0508,10.25378/janelia.7639775
AA0509,10.25378/janelia.7639781
AA0510,10.25378/janelia.7639787
AA0511,10.25378/janelia.7639793
AA0512,10.25378/janelia.7639811
AA0513,10.25378/janelia.7639814
AA0514,10.25378/janelia.7639817
AA0515,10.25378/janelia.7639823
AA0516,10.25378/janelia.7639826
AA0517,10.25378/janelia.7639829
AA0518,10.25378/janelia.7639832
AA0519,10.25378/janelia.7639835
AA0520,10.25378/janelia.7639838
AA0521,10.25378/janelia.7639847
AA0522,10.25378/janelia.7639853
AA0523,10.25378/janelia.7639856
AA0524,10.25378/janelia.7639862
AA0525,10.25378/janelia.7639865
AA0526,10.25378/janelia.7639868
AA0527,10.25378/janelia.7639871
AA0528,10.25378/janelia.7639874
AA0529,10.25378/janelia.7639877
AA0530,10.25378/janelia.7639880
AA0531,10.25378/janelia.7639988
AA0532,10.25378/janelia.7639991
AA0533,10.25378/janelia.7640054
AA0534,10.25378/janelia.7640063
AA0535,10.25378/janelia.7640075
AA0536,10.25378/janelia.7640081
AA0537,10.25378/janelia.7640093
AA0538,10.25378/janelia.7640099
AA0539,10.25378/janelia.7640105
AA0540,10.25378/janelia.7640156
AA0541,10.25378/janelia.7640162
AA0542,10.25378/janelia.7640165
AA0543,10.25378/janelia.7640168
AA0544,10.25378/janelia.7640171
AA0545,10.25378/janelia.7640174
AA0546,10.25378/janelia.7640186
AA0547,10.25378/janelia.7640195
AA0548,10.25378/janelia.7640198
AA0549,10.25378/janelia.7640201
AA0550,10.25378/janelia.7640204
AA0551,10.25378/janelia.7640207
AA0552,10.25378/janelia.7640213
AA0553,10.25378/janelia.7640216
AA0554,10.25378/janelia.7640219
AA0555,10.25378/janelia.7640228
AA0556,10.25378/janelia.7640234
AA0557,10.25378/janelia.7640240
AA0558,10.25378/janelia.7640243
AA0559,10.25378/janelia.7640246
AA0560,10.25378/janelia.7649456
AA0561,10.25378/janelia.7649471
AA0562,10.25378/janelia.7649747
AA0563,10.25378/janelia.7649753
AA0564,10.25378/janelia.7649756
AA0565,10.25378/janelia.7649795
AA0566,10.25378/janelia.7649798
AA0567,10.25378/janelia.7649807
AA0568,10.25378/janelia.7649822
AA0569,10.25378/janelia.7649825
AA0570,10.25378/janelia.7649828
AA0571,10.25378/janelia.7649831
AA0572,10.25378/janelia.7649834
AA0573,10.25378/janelia.7649837
AA0574,10.25378/janelia.7649843
AA0575,10.25378/janelia.7649846
AA0576,10.25378/janelia.7649849
AA0577,10.25378/janelia.7649852
AA0578,10.25378/janelia.7649858
AA0579,10.25378/janelia.7649861
AA0580,10.25378/janelia.7649867
AA0581,10.25378/janelia.7649870
AA0582,10.25378/janelia.7649873
AA0583,10.25378/janelia.7649900
AA0584,10.25378/janelia.7649918
AA0585,10.25378/janelia.7649921
AA0586,10.25378/janelia.7649924
AA0587,10.25378/janelia.7649927
AA0588,10.25378/janelia.7649933
AA0589,10.25378/janelia.7649939
AA0590,10.25378/janelia.7649942
AA0591,10.25378/janelia.7649945
AA0592,10.25378/janelia.7649948
AA0593,10.25378/janelia.7649957
AA0594,10.25378/janelia.7649966
AA0595,10.25378/janelia.7649975
AA0596,10.25378/janelia.7649984
AA0597,10.25378/janelia.7649993
AA0598,10.25378/janelia.7650002
AA0599,10.25378/janelia.7650020
AA0600,10.25378/janelia.7650029
AA0601,10.25378/janelia.7650035
AA0602,10.25378/janelia.7650038
AA0603,10.25378/janelia.7650041
AA0604,10.25378/janelia.7650044
AA0605,10.25378/janelia.7650047
AA0606,10.25378/janelia.7650050
AA0607,10.25378/janelia.7650059
AA0608,10.25378/janelia.7650065
AA0609,10.25378/janelia.7650068
AA0610,10.25378/janelia.7653146
AA0611,10.25378/janelia.7653149
AA0612,10.25378/janelia.7653152
AA0613,10.25378/janelia.7653155
AA0614,10.25378/janelia.7653158
AA0615,10.25378/janelia.7653188
AA0616,10.25378/janelia.7655687
AA0617,10.25378/janelia.7655711
AA0618,10.25378/janelia.7655729
AA0619,10.25378/janelia.7655735
AA0620,10.25378/janelia.7655738
AA0621,10.25378/janelia.7655750
AA0622,10.25378/janelia.7655753
AA0623,10.25378/janelia.7655756
AA0624,10.25378/janelia.7655762
AA0625,10.25378/janelia.7655765
AA0626,10.25378/janelia.7655768
AA0627,10.25378/janelia.7655771
AA0628,10.25378/janelia.7655780
AA0629,10.25378/janelia.7655783
AA0630,10.25378/janelia.7658003
AA0631,10.25378/janelia.7658039
AA0632,10.25378/janelia.7658054
AA0633,10.25378/janelia.7658057
AA0634,10.25378/janelia.7658060
AA0635,10.25378/janelia.7658069
AA0636,10.25378/janelia.7658072
AA0637,10.25378/janelia.7658075
AA0638,10.25378/janelia.7658078
AA0639,10.25378/janelia.7658081
AA0640,10.25378/janelia.7658084
AA0641,10.25378/janelia.7658087
AA0642,10.25378/janelia.7658090
AA0643,10.25378/janelia.7658099
AA0644,10.25378/janelia.7658108
AA0645,10.25378/janelia.7658114
AA0646,10.25378/janelia.7658126
AA0647,10.25378/janelia.7658135
AA0648,10.25378/janelia.7658138
AA0649,10.25378/janelia.7658141
AA0650,10.25378/janelia.7658144
AA0651,10.25378/janelia.7658147
AA0652,10.25378/janelia.7658150
AA0653,10.25378/janelia.7658153
AA0654,10.25378/janelia.7658156
AA0655,10.25378/janelia.7658210
AA0656,10.25378/janelia.7658219
AA0657,10.25378/janelia.7658222
AA0658,10.25378/janelia.7658225
AA0659,10.25378/janelia.7658231
AA0660,10.25378/janelia.7658234
AA0661,10.25378/janelia.7658237
AA0662,10.25378/janelia.7658243
AA0663,10.25378/janelia.7658246
AA0664,10.25378/janelia.7658249
AA0665,10.25378/janelia.7658252
AA0666,10.25378/janelia.7658255
AA0667,10.25378/janelia.7658258
AA0668,10.25378/janelia.7658261
AA0669,10.25378/janelia.7658264
AA0670,10.25378/janelia.7704197
AA0671,10.25378/janelia.7704200
AA0672,10.25378/janelia.7704203
AA0673,10.25378/janelia.7704209
AA0674,10.25378/janelia.7704212
AA0675,10.25378/janelia.7704218
AA0676,10.25378/janelia.7704221
AA0677,10.25378/janelia.7704224
AA0678,10.25378/janelia.7704227
AA0679,10.25378/janelia.7704230
AA0680,10.25378/janelia.7704233
AA0681,10.25378/janelia.7704242
AA0682,10.25378/janelia.7704254
AA0683,10.25378/janelia.7704263
AA0684,10.25378/janelia.7704269
AA0685,10.25378/janelia.7704272
AA0686,10.25378/janelia.7704275
AA0687,10.25378/janelia.7704278
AA0688,10.25378/janelia.7704281
AA0689,10.25378/janelia.7704284
AA0690,10.25378/janelia.7704287
AA0691,10.25378/janelia.7704290
AA0692,10.25378/janelia.7704296
AA0693,10.25378/janelia.7704308
AA0694,10.25378/janelia.7704317
AA0695,10.25378/janelia.7704338
AA0696,10.25378/janelia.7704341
AA0697,10.25378/janelia.7704344
AA0698,10.25378/janelia.7704347
AA0699,10.25378/janelia.7704350
AA0700,10.25378/janelia.7704353
AA0701,10.25378/janelia.7704356
AA0702,10.25378/janelia.7704359
AA0703,10.25378/janelia.7704362
AA0704,10.25378/janelia.7704368
AA0705,10.25378/janelia.7704377
AA0706,10.25378/janelia.7704389
AA0707,10.25378/janelia.7704398
AA0708,10.25378/janelia.7704407
AA0709,10.25378/janelia.7704410
AA0710,10.25378/janelia.7704413
AA0711,10.25378/janelia.7704416
AA0712,10.25378/janelia.7704419
AA0713,10.25378/janelia.7704422
AA0714,10.25378/janelia.7704425
AA0715,10.25378/janelia.7704449
AA0716,10.25378/janelia.7704455
AA0717,10.25378/janelia.7704458
AA0718,10.25378/janelia.7704461
AA0719,10.25378/janelia.7704464
AA0720,10.25378/janelia.7707104
AA0721,10.25378/janelia.7707131
AA0722,10.25378/janelia.7707164
AA0723,10.25378/janelia.7707176
AA0724,10.25378/janelia.7707182
AA0725,10.25378/janelia.7707188
AA0726,10.25378/janelia.7707194
AA0727,10.25378/janelia.7707206
AA0728,10.25378/janelia.7707224
AA0729,10.25378/janelia.7707248
AA0730,10.25378/janelia.7707272
AA0731,10.25378/janelia.7707275
AA0732,10.25378/janelia.7707281
AA0733,10.25378/janelia.7707284
AA0734,10.25378/janelia.7707296
AA0735,10.25378/janelia.7707302
AA0736,10.25378/janelia.7707311
AA0737,10.25378/janelia.7707320
AA0738,10.25378/janelia.7707323
AA0739,10.25378/janelia.7707326
AA0740,10.25378/janelia.7707332
AA0741,10.25378/janelia.7707338
AA0742,10.25378/janelia.7707347
AA0743,10.25378/janelia.7707350
AA0744,10.25378/janelia.7707356
AA0745,10.25378/janelia.7707359
AA0746,10.25378/janelia.7707365
AA0747,10.25378/janelia.7707368
AA0748,10.25378/janelia.7707371
AA0749,10.25378/janelia.7707374
AA0750,10.25378/janelia.7707380
AA0751,10.25378/janelia.7707383
AA0752,10.25378/janelia.7707386
AA0753,10.25378/janelia.7707389
AA0754,10.25378/janelia.7710017
AA0755,10.25378/janelia.7710023
AA0756,10.25378/janelia.7710026
AA0757,10.25378/janelia.7710035
AA0758,10.25378/janelia.7710044
AA0759,10.25378/janelia.7710047
AA0760,10.25378/janelia.7710050
AA0761,10.25378/janelia.7710053
AA0762,10.25378/janelia.7710056
AA0763,10.25378/janelia.7710062
AA0764,10.25378/janelia.7710065
AA0765,10.25378/janelia.7710068
AA0766,10.25378/janelia.7710071
AA0767,10.25378/janelia.7710077
AA0768,10.25378/janelia.7710080
AA0769,10.25378/janelia.7710083
AA0770,10.25378/janelia.7710089
AA0771,10.25378/janelia.7710098
AA0772,10.25378/janelia.7710107
AA0773,10.25378/janelia.7710113
AA0774,10.25378/janelia.7710116
AA0775,10.25378/janelia.7710119
AA0776,10.25378/janelia.7710122
AA0777,10.25378/janelia.7710125
